text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack
traitorous cucks,0.74195385,0.68420017,0.7806711,0.47793323,0.8073553,0.7893632,0.37965286,0.6233837
u lucky  u don't live in pakistan  muslims will kill u 4 just being a jew .,0.77806646,0.7562965,0.6093984,0.3813854,0.50898737,0.16153015,0.8908898,0.904063
why would any white person want to be around a fat black guy ? the smell alone  would be overbearing .,0.6809553,0.649212,0.7954242,0.2859648,0.44066498,0.14129536,0.18830347,0.92284554
yes it's simple protect the jew and kill everyone else .,0.7569718,0.83140576,0.6599738,0.26889446,0.68456507,0.10580944,0.9740376,0.9399891
yet black people continue to fail at every level of the education system . no solution for low iq !,0.67902285,0.48154378,0.6373174,0.3708903,0.23813906,0.057024356,0.26067692,0.8570134
you are insulated in the south . we all hate the south and laugh at you . your pride is pride of being a loser .,0.7382047,0.35344455,0.895227,0.20700198,0.25342923,0.037023142,0.07116249,0.2789427
you can't be both . jews are the # 1 enemy of the white race  period .,0.5550837,0.60326236,0.6403767,0.42523164,0.51590174,0.20212989,0.3407386,0.87728417
you suck stupid white bread,0.96176314,0.89362836,0.9585056,0.36938086,0.94958276,0.84558564,0.2558625,0.8008965
you think you're smart you filthy jew ? only the evolved developed ones became white blacks = inferior,0.867151,0.76393217,0.89005744,0.35824415,0.783563,0.19409129,0.19583362,0.94381195
""" there are indeed some  """" differences """" """" : steve bannon called jared kushner a cuck and globa """"""",0.44805592,0.44877237,0.64024043,0.4092975,0.69417685,0.7407407,0.14262362,0.33888268
""" what should say :  """" to violent  radical anti-white fanatics who are corrupted by jewish propaganda  know this : your days are numbered . """" """" """"""",0.5535644,0.6003856,0.68785954,0.42056367,0.50614786,0.18149298,0.6262113,0.8811732
""" yes   """" exterminate the jews """" """" like this white kid in kansas """"""",0.7545523,0.7638221,0.660731,0.49630797,0.53395,0.16777495,0.9014504,0.92455935
#bansharialaw #banthequran #wakeup #banislam #bancair #enoughisenough #muslimsaretheproblem #islamistheproblem,0.5038962,0.3702942,0.43036062,0.28485456,0.31382966,0.08638891,0.31174496,0.77243936
#whitepower #hangniggers #niggers #porchmonkeys #antiquefarmequipment #fuckniggers,0.9448569,0.91905266,0.9481788,0.33369672,0.9449088,0.7407407,0.7684304,0.96805567
1 ) cuckservatism  inc . is a dying movement . all energy is w / alt-right & nationalism,0.355017,0.47020125,0.6165202,0.3482982,0.62494457,0.4632222,0.28543758,0.41675028
after #cuckservative another powerful meme : #rapefugees,0.56268007,0.561593,0.4846726,0.42174393,0.7575811,0.5615369,0.32081285,0.6350989
and that's why white brainless idiots like you support trump :),0.91406596,0.71099395,0.97522783,0.2346793,0.80245715,0.08669446,0.07034706,0.92215836
because jews are white too . they are caucasoid devils . but you hate them because they have a different religion .,0.6769488,0.7109191,0.7676251,0.37012264,0.65909284,0.12596619,0.23862751,0.92455935
but wait  i thought non-white people were not welcome because they are genetic,0.6254302,0.63226783,0.6972712,0.32068017,0.39988738,0.15567097,0.31064957,0.92215836
centers around predatory control of queers & hires molesters like . why would they hate trump ?,0.45811868,0.6435342,0.7684378,0.46895525,0.69309914,0.62805253,0.33217546,0.8632592
cuckservative wants white heroes removed from $ $ $ & replaced by ugly dindus . he also wants armed blacks to shoot whites .,0.78018236,0.66107696,0.80613285,0.43081206,0.783563,0.38702032,0.75740695,0.89275974
ding ding ding . we have a winner  hunter here  and a cuck of the day award to brandon .,0.41807786,0.30583686,0.49413595,0.37220436,0.56395096,0.5662368,0.14481369,0.15534946
dont be jealous of them ... it is clear you are poor white trash people who just hate the fact that jews are smarter and richer than u,0.83020335,0.763982,0.895227,0.3208418,0.69309914,0.111728646,0.17384838,0.9430493
fareed zakaria for #jihad #rape of white women,0.5835036,0.5273463,0.4585537,0.61426324,0.5089618,0.8725277,0.75899774,0.7458236
i hate black and muslim race . i belong to aryan race  how may i help your movement ? please give me tasks,0.8635976,0.7829197,0.68785954,0.5446923,0.62032115,0.34145033,0.49498862,0.9384413
i hate hur white aids bitchs head,0.97926265,0.82936174,0.895227,0.33234614,0.91128254,0.67449963,0.39258876,0.92455935
i hope you all die in a fire that you inbred morons built,0.9448569,0.90585715,0.9758954,0.24591546,0.9151454,0.15227541,0.986512,0.4820964
illegal is illegal send the illegals home .,0.34388447,0.07930378,0.21035865,0.24879767,0.045430392,0.027515814,0.083849855,0.40654185
islam is a terrorist group .,0.6887467,0.69904256,0.69428,0.24418321,0.50349665,0.108805,0.3357776,0.92455935
it could be some jews telling them to . jew trying to get muslims to bomb goys !,0.56268007,0.76245624,0.660731,0.52362794,0.6524977,0.28705,0.8908898,0.92215836
muslims always plagiarise  copy and twist other people's work just like mohammad who copied then twisted the ot .,0.53430706,0.45248586,0.6004696,0.35143805,0.33819994,0.17374568,0.19804613,0.8052591
my conscience is clear . i am not a flak for genocidal jew-hating jihadis like you - you know what a guilty conscience is .,0.5958905,0.6176349,0.76005036,0.46373034,0.6194258,0.22137982,0.4807618,0.8422688
need to deport 4000 people a day to remove all 11 million illegal aliens in 8 years  this isn't cutting it . every single one is illegal !,0.44820568,0.22807042,0.19480601,0.35088828,0.09745816,0.046927217,0.60274464,0.42051232
people like you are actually white trash,0.9107452,0.7639762,0.9220057,0.31212583,0.73839515,0.12879851,0.23053457,0.94264287
proof  faggots .,0.7569718,0.80814576,0.9207453,0.2529849,0.93263,0.37516382,0.27143922,0.9429295
stop anti-white racism you crackers,0.6556601,0.5191505,0.6356477,0.33020353,0.39941576,0.15584625,0.18236466,0.8422688
tactical triggering : white genocide  jewmerica  and trumps retweet via,0.44820568,0.6329499,0.5666517,0.492059,0.49964154,0.26661307,0.7885182,0.8422688
the honesty and dignity of lindsey graham #cuckservative,0.42750368,0.4650625,0.5259707,0.3904267,0.7422003,0.3148127,0.22456342,0.35755983
the northwest front : the no-queers  no-jews  no-mudsharks alternative .,0.49309984,0.62567246,0.7152003,0.33842197,0.65242374,0.38794696,0.34738135,0.8632592
the problem is also those stupid fellow white and blonde women who willingly get involved with those savages ... no sympathy for them !,0.8346757,0.65723395,0.9091764,0.5622742,0.69309914,0.35149854,0.41664788,0.81538105
the truth is soros bused white trash carpetbaggers infiltration,0.68288773,0.6376136,0.83166003,0.27268234,0.6177651,0.21455626,0.21036014,0.8840151
then blm will be black with a sprinkling of jews and retarded white people  mostly queers and transgender freaks !,0.7816909,0.91905266,0.9481788,0.48641858,0.8868394,0.6777847,0.36747763,0.96805567
they're blaming drugs . drugs are everwhere but its blacks that use them and kill white girls .,0.7138269,0.6954823,0.6508719,0.35832453,0.50907737,0.15841185,0.91432226,0.92455935
this has started already.on news gang of ni88ers attack 1 white . cops investigate the white man .,0.5042868,0.45723122,0.53703755,0.4384723,0.20259623,0.13609566,0.70156467,0.8036502
what's your favorite vintage of cuck tears ?,0.40016344,0.38535058,0.6369604,0.2702496,0.7279983,0.7407407,0.081861794,0.2490209
white genocide is actually cool and good,0.7509647,0.6510303,0.45059964,0.40866774,0.3844583,0.14319406,0.860112,0.8335177
you lowlife white trash mofos attack the black church because you know they're docile . can't drag y'all near a black muslim mosque !,0.8635976,0.87886417,0.9102806,0.48320884,0.80078906,0.19699813,0.74838555,0.955264
"""  """" white live metter """" """" how about learn how to spell and propper grammar .. trailer trash ... """"""",0.6809553,0.53007865,0.8453147,0.32822427,0.43152162,0.11602244,0.18729597,0.8626183
"""  """" white live metter ' """" """" confedrate stataes of amrican """" """" how about learn how to spell and propper grammar ... trailer trash .. """"""",0.6221407,0.6191859,0.8381197,0.4272352,0.39112145,0.141463,0.5810087,0.8422688
""" got to side with roosh on  """" promotion of masculinity """" """" which is anathema to preening  effeminate cuckservatives """"""",0.56268007,0.5307383,0.71658534,0.40611133,0.7404698,0.7407407,0.24769813,0.67927253
#antifa faggots closing east oregon parades . de-mask . the remaining are fair game .,0.5958905,0.76562226,0.88537174,0.34102917,0.9066618,0.38501918,0.2955991,0.9399891
. no religion threatens its followers against leaving with death . #islam is a cult .,0.24418297,0.4675803,0.4077447,0.19681971,0.21386369,0.051951196,0.81406265,0.81301105
18 percent of national review readers are below the age of 54 . maybe these cucks should do some outreach of their own ?,0.4827802,0.49284515,0.70199466,0.5140015,0.62322634,0.569457,0.33997437,0.4111098
7 things miriam adelson does besides back gop candidates #withjewswelose,0.17759849,0.14196028,0.14096685,0.3267182,0.12522604,0.10513619,0.28513017,0.36788756
:  islam is a cult of hate  pedafillia  mutilation & death to the jew & infidel !,0.93413806,0.8020435,0.76830184,0.4366337,0.6222302,0.38555625,0.8387222,0.9236886
: kkk alive and well white brother hood unite ku klux klan white power,0.46786317,0.4656864,0.465962,0.5647669,0.35119265,0.21205197,0.75459546,0.7323644
: muslims are into genital mutilation so why not castrate muslims who sexually abuse and rape .,0.7464593,0.8697328,0.8291033,0.67528456,0.8479509,0.94047916,0.8877689,0.9423525
and bring the white hoods and rope !,0.42631236,0.19560544,0.14981349,0.3044838,0.09080592,0.116463855,0.6388555,0.28294626
are you saying that you are surprised by this trump administration carrying the jew water ? that his cabinet will defy israel ?,0.20963,0.11867165,0.2155042,0.34330994,0.14302684,0.118657984,0.1224382,0.541451
bernie was a freedom rider who racially cleansed white cities north & south . jews hate white catholics too . #dncinphl #negroinphl #orcinphl,0.6662635,0.6411736,0.63515645,0.5056273,0.5650923,0.20335454,0.45716512,0.9025923
bought  and paid for by islam . this stupid  evil woman !,0.9254919,0.750252,0.94514585,0.34486067,0.7414457,0.15052658,0.29559493,0.92215836
breivik says zionism / anti-islam was a ruse to prolong the debate & attack #cuckservatives #vdare,0.49835235,0.7369852,0.7460265,0.36675578,0.7764444,0.48265588,0.6127796,0.89263177
dear white people  jews are flooding your nations with savages from the middle east & openly admit it .,0.5818954,0.6629923,0.6906454,0.51598394,0.55943936,0.2719787,0.5275097,0.8715433
donald trump  and the fall of america's institutions #cuckservative,0.4945446,0.51501304,0.6356477,0.33791023,0.76792544,0.370636,0.30130216,0.4566942
i mean yeah  white people are the worst .,0.78524166,0.61908823,0.72160256,0.28947797,0.42816254,0.13582562,0.24930057,0.9224109
i'm sure the boychick antifa faggots aren't afraid tho,0.7007861,0.8019839,0.895227,0.259505,0.91128254,0.43160945,0.40585804,0.939067
if you're not white you're wrong,0.5535644,0.4684143,0.45855373,0.19223306,0.27130905,0.07681078,0.3877157,0.8716189
islam is a garbage religion and a violent political system . outlaw islam .,0.88651687,0.80814576,0.8931515,0.23545413,0.69309914,0.09740958,0.24109828,0.95606387
italians aren't romans . whites are just pale neanderthal half-breeds,0.68288773,0.66356325,0.77414536,0.43517414,0.5089696,0.15395135,0.28026387,0.8921792
jews proudly praise obamas unconstitutional gun grab #withjewswelose,0.4489545,0.5872676,0.4468348,0.50844413,0.41105416,0.29665828,0.7577348,0.7997843
may i join u i am white myself hail hitler white power,0.6254302,0.51209486,0.50285715,0.52054393,0.3123198,0.21888022,0.40189764,0.8008965
of course you kill palestinian kids,0.8795294,0.7990408,0.5683475,0.22153734,0.5642557,0.08700482,0.9570354,0.9047819
oh wow . look at this white trash .,0.88651687,0.65745986,0.895227,0.2696609,0.5957889,0.11987158,0.20277439,0.92455935
poor blacks n america are the most spoiled & pampered group of people n,0.53837943,0.61966974,0.734651,0.28125843,0.44668826,0.0980806,0.20281732,0.8678151
roosh isn't even white enough to be in a white power movement and anglin is a mongrel .,0.452012,0.49897346,0.68785954,0.4326684,0.5352313,0.31155294,0.24746005,0.8008965
sheesh . is there not one sane female ' news ' person on ? they're all stupid  racist bimbos . profiling white men ? good luck with that !,0.8129004,0.67033994,0.93647057,0.33582348,0.7422003,0.15712339,0.14955227,0.90157455
shocker trumps running white interests so jews rally agianst him . careful jews you can't win a race war yet .,0.49542332,0.60245156,0.57057524,0.5053279,0.50901765,0.23683408,0.76315784,0.87698615
talmud : last straw for great flood was marriage contracts for homosexuals . that's true jewish attitude .,0.4945446,0.5413698,0.68508273,0.36998773,0.50903684,0.4068544,0.35386366,0.8757571
the truth is is that white european men and women built america . not unwanted  unwelcome mexicans or smelly  greasy muslims .,0.8393344,0.71353436,0.8453147,0.50045943,0.57158285,0.24489045,0.36518306,0.9331437
this domino dude comes across as a piece of white trash .,0.867151,0.7227296,0.9091764,0.2234112,0.6913979,0.11986432,0.17780995,0.92215836
this human ( not sure actually ) is vile racist pond scum,0.8763571,0.65199864,0.895227,0.27008706,0.76257116,0.2348229,0.19739515,0.7297976
we just had to bring these black trash racists into america.the whites that were lazy & thought that wa,0.86967754,0.75304973,0.8816576,0.33905825,0.5635806,0.13670821,0.29682118,0.94152355
white aryan race  must be above all  heil hitler ! ! !,0.867151,0.6830501,0.6089515,0.47759643,0.45403665,0.24295893,0.816982,0.8493738
white trash = white person procreating with a non-white,0.8202001,0.78749853,0.8453147,0.28966102,0.69309914,0.20866035,0.42920768,0.94217163
white trash collected in a human garbage can .,0.6887467,0.6231879,0.84568775,0.2209033,0.5089748,0.14838938,0.19234142,0.8008965
why are nations leaving the jew eu ? white countries want out . we don't want your violent islams in our lands,0.5550837,0.6111701,0.56216025,0.58570117,0.3700712,0.37382942,0.6274059,0.8632592
women and jews did this . the white nations need white sharia and ns today  tomorrow may be too late .,0.39206567,0.42695534,0.4144639,0.5236473,0.20618376,0.19481368,0.3421912,0.80341345
you should all do the world a favor and kill yourselves . i'm a white  conservative midwesterner  by the way .,0.8831064,0.91905266,0.83538127,0.29558748,0.69309914,0.11146963,0.986512,0.9424882
wearing blue jeans is for degenerates.,0.6430099,0.26293448,0.62336224,0.544613,0.33088288,0.20234746,0.21074905,0.23305222
idiotic savages.,0.8635976,0.67915463,0.9091764,0.35358593,0.8239316,0.34961557,0.31623414,0.6161695
"""elder, are you allowed to say crazy black man?""",0.6757943,0.41361758,0.7248443,0.303182,0.41135398,0.10181723,0.07141012,0.8040217
"""if you can convince the lowest white man he's better than the best colored man, he won't notice you're picking his pocket"""""""" - potus lbj""",0.4151741,0.3070404,0.52362,0.53734714,0.26744056,0.29505435,0.25983042,0.7526495
"""every religion is better than #islam, and so are atheists. 3 reasons via""",0.4151741,0.35953683,0.34138617,0.20071147,0.1993543,0.06946801,0.19688854,0.8037615
obama dummies she is 2 stupid,0.9390311,0.67465866,0.96916103,0.29309705,0.80625564,0.18680306,0.16539584,0.5628208
"""the illegal immigrant is not immigrant, they are invaders intruders""",0.5031149,0.3424359,0.5844963,0.3380374,0.30929464,0.119250745,0.17115381,0.6858542
yeah..and sand niggers infesting western europe to the point of ruin!,0.7212062,0.8416842,0.8809538,0.36552665,0.8151164,0.23015119,0.5312935,0.95402986
your right ! any are better than islam !,0.50994116,0.23783942,0.27098206,0.1932843,0.1353046,0.04011367,0.08838517,0.7338741
she must be the daughter of one of the wetbacks reagan gave amnesty too,0.37083253,0.22163711,0.34393865,0.61511123,0.27031395,0.16289142,0.3177779,0.25657013
"""they are murderers, thieves and rapists. there is nothing devout or pure about them. they are degenerate satanists.""",0.8086813,0.74817586,0.86511475,0.5478894,0.6168521,0.846196,0.7582031,0.68541193
"""you sad, little """"""""man."""""""" fuck your patriarchal second century goatherd myths.""",0.8546526,0.8416842,0.88075686,0.41781384,0.96887034,0.84197325,0.26712137,0.5386871
your girl is fat af. who will listen to a man who loves on an inferior being? #nofatties,0.867151,0.68178993,0.89984757,0.6348765,0.69569206,0.38666534,0.1696551,0.7306247
"""the french are dedicated to foolishness, not knowledge:""",0.5810591,0.20111059,0.56333953,0.30465752,0.16227789,0.053674642,0.11241377,0.5214162
"""in pakistan they eat donkey meat also, totally barbaric and medieval sons of kjilji homo""",0.53430706,0.71646154,0.8301602,0.42639104,0.69309914,0.6834277,0.552345,0.86778104
you were absolutely sick and disgusting black man,0.95068264,0.80814576,0.935633,0.32178995,0.77811605,0.2201381,0.13699308,0.9455124
"""islam =monstruous machine destroiyng human minds trough congenital child abuse. antihuman,supremacist""",0.7699882,0.5439157,0.64740294,0.35207647,0.32123595,0.32455984,0.51547676,0.8053738
how can i report you for being a reject inbred piece of shit?,0.9254919,0.8416842,0.9481788,0.26041794,0.9834588,0.32648408,0.3171237,0.48706332
dwath will never come soon enough for a filthy piece of fucking trash like you,0.96176314,0.9400264,0.9823675,0.32184902,0.9853148,0.48348516,0.36213598,0.63000715
niggers are wats wrong with the world keep them out of earth they are alien,0.9107452,0.8224241,0.8456718,0.30661806,0.76352507,0.18153352,0.53614813,0.95402986
brain damage!! blacks never created anything but human shit,0.9646382,0.8243372,0.92195374,0.2631015,0.93319714,0.19223921,0.51196593,0.943759
worthless invading savages attack police after seeing macedonians building border,0.52368855,0.7165148,0.66536677,0.43228248,0.60176426,0.36439618,0.8908898,0.75603455
illegals kids are criminals not immagrants not refugees stupid morons they are illegals illegals deportation now,0.9390311,0.80814576,0.9441012,0.36139584,0.83350897,0.25971168,0.4383953,0.9040727
thank merkel for allowing 3rd world muslim savages to come to germany,0.6430099,0.60887957,0.6356477,0.40935484,0.55243945,0.26155978,0.5312587,0.8632592
impossible. they are drooling subhuman savages. one simply cannot rehabilitate that.,0.44750816,0.49537903,0.68785954,0.45649815,0.54546916,0.2920152,0.5410094,0.58523935
black lives are worthless. even atheists know pastors are more important than the average black.,0.7509647,0.7211995,0.8355384,0.3573905,0.6741868,0.15973559,0.22313994,0.9399891
idiots. chickens.,0.8546526,0.56700915,0.9470143,0.25298062,0.810894,0.09532366,0.24257517,0.2295048
where was the nfl at when that subhuman piece of trash rae carruth had his girlfriend murdered because he didn't want to pay child support?,0.650189,0.6165981,0.8788453,0.37403235,0.42669454,0.17435983,0.67666376,0.27341828
i made sure to report you to the about vermin like you having a twitter account; horse cocksuckers!,0.8129004,0.85137427,0.8968087,0.6537504,0.93690646,0.93873084,0.47478324,0.4833479
"""islamofascists, savage sub-animal heathens, eradicate""",0.7545523,0.68182325,0.6898422,0.4098963,0.5207226,0.14212425,0.82345974,0.87548935
true. it's the rare white person who can be as clever as i am.,0.37360558,0.28962696,0.5701987,0.38601744,0.27793875,0.112843335,0.22462475,0.7919267
"""yes, they've proven themselves to be savages.""",0.39230084,0.29815665,0.5391393,0.42656073,0.340756,0.22271153,0.5102417,0.40658608
you are just a piece of dog crap yourself dindu nuffin cave beast,0.9107452,0.8672258,0.962316,0.22422187,0.9251308,0.20872872,0.2937551,0.67938054
you globalist scumbag. one of soro's puppets #lowlife,0.78018236,0.7697436,0.9615531,0.2273483,0.8868394,0.15837453,0.17034394,0.3111447
"""the value of a human is a consumer/production unit in the scheme of rich globalists, then immigrants have none""",0.27690583,0.10405395,0.17563479,0.31920475,0.072027914,0.05594476,0.13235338,0.3597904
. it's no news that islam breeds mentally unstable individuals with neurotic minds. perversion is only one of the symptoms!,0.6662635,0.59598565,0.80613285,0.23661722,0.43734896,0.15786454,0.30748782,0.8921792
"""they are ugly, defective people. nobody likes that.""",0.7382047,0.47205594,0.8453147,0.29798752,0.43098634,0.090128794,0.19260849,0.560858
warning unprecedented wave of 3rd world illegals inboundtake action w/ #alipac #tcot #pjnet,0.19936113,0.21879975,0.20475166,0.34476313,0.1541238,0.08867001,0.43181157,0.5123993
just garbage! gang of 8 swamp managers!,0.7509647,0.51561964,0.88075686,0.36060286,0.5034507,0.16465284,0.27045044,0.20327136
"""yeah, real high iqs here.""",0.111500904,0.028054377,0.05732567,0.35507378,0.050474014,0.07027089,0.06730205,0.040716916
"""stov, you are a lesser caucasian. you must of russian decent!""",0.4254099,0.46409723,0.7250081,0.37902975,0.3091544,0.12747303,0.15312633,0.7453628
"""how has that """"""""religion"""""""" not killed itself out yet? barbarians.""",0.5535644,0.37137848,0.49708277,0.31043792,0.22322078,0.061530605,0.6765555,0.738053
"""pelosi is not a human being not sure what she is, but human she is not. look at swamp creatures category, ask mulder.""",0.4151741,0.059933204,0.25618243,0.19248492,0.032432772,0.0132187465,0.042765085,0.17519802
"""bovine fecal matter, daca are illegal leeches upon american. they need to be deported and sent back to their country to make it a great place again. that's what well educated and upstanding young people should do, unless they are leeching welfare demanding scum""",0.73034537,0.6155317,0.84677714,0.43698007,0.7406049,0.20037945,0.50506413,0.67122805
there's nothing wrong with decapitating these fags and freaks,0.8763571,0.8486256,0.93234444,0.433795,0.9066618,0.62782425,0.6461444,0.93833035
zimmerman is brown eyed. like you. ( ) a race of blue-eyed devils we live amongst. vermin of the planet,0.60845,0.6533084,0.80428135,0.5636339,0.6751594,0.22220972,0.48084313,0.7439503
"""you cannot comprehend how stupid humans can be believing demented islam,all religions are garbage but islam takes the biscuit""",0.8346757,0.8140204,0.94694793,0.1771185,0.7851016,0.10568325,0.2097799,0.95425385
"""are all you hicks from alabama that dumb, or is it really an act?""",0.7699882,0.37576112,0.9091764,0.24847746,0.5820515,0.08928183,0.13117056,0.18488845
democrats want to keep these 3rd world losers in hopes of them voting democrat and bringing in millions more via chain migration.,0.5042868,0.28410107,0.71936303,0.36282453,0.16139965,0.05471861,0.2667341,0.5453118
"""you are a sick, poor excuse for a human being. the sludge on the bottom of a garbage can. shameful.""",0.8269591,0.52076423,0.942489,0.2398458,0.36970606,0.11341661,0.10117776,0.23182288
""". i'm curious, how is it going through life as a complete retard""",0.5835036,0.46074447,0.8453147,0.22211927,0.74001163,0.065244526,0.30475533,0.40124366
that brave blond blue-eyed man held off those hillbilly half-breed homosexuals hordes well. they fancied him.,0.62792164,0.6557365,0.8232661,0.49017107,0.5595342,0.54143083,0.39559972,0.9047819
you're human garbage.,0.91406596,0.6324692,0.97178614,0.22547871,0.7390968,0.064708464,0.36085442,0.40921706
its not they just don't want whites coming together as one.bc their scared n knw we are the master race,0.39694545,0.36787105,0.44658113,0.3957118,0.3545754,0.3121281,0.3092213,0.7994659
"""if race was real (which its not), id rather have ur kinda stupid genes eliminated from our gene pool!""",0.77806646,0.78351575,0.9205638,0.37026823,0.83350897,0.39076963,0.71689624,0.8008965
"""saudi arabia is a disgusting, inhuman regime. truly evil. lower than vermin. still, business is business. kerching!""",0.7007861,0.62888306,0.87053794,0.3921056,0.57078195,0.17457914,0.28293267,0.8008965
women are attracted to confidence. most black men are too stupid to know why they have no reason to be confident.,0.8457076,0.5794783,0.895227,0.5635542,0.6170682,0.2003955,0.08174068,0.8921792
they are also mentally lazy to find out or even analyse their beliefs and spiritually warped. conclusion - idiots.,0.8795294,0.57204723,0.96269983,0.21282329,0.6328089,0.06679117,0.14501147,0.4308817
"""wait you mean like general sherman? yes, now there is a worthless piece of shit yankee vermin trash terrorist.""",0.8635976,0.87427866,0.9615531,0.30466884,0.9599064,0.23044166,0.4780389,0.69350755
chain migration brings 3rd world losers unskilled uneducated non english speaking morons,0.8457076,0.6831492,0.96205384,0.23236015,0.783563,0.09128058,0.23078944,0.77436966
"""so much work ahead to fix western civilisation. sadly, some (not all) of those hogs of satan, do deserve to be beheaded #humanwaste""",0.5958905,0.68032,0.7847632,0.42993677,0.50901943,0.13181667,0.91432226,0.58523935
it's a scientific fact that the white race is superior. #opkkk,0.5810591,0.3569773,0.42383713,0.35758755,0.33333403,0.19590564,0.26295397,0.7616826
what kind of queer is named kit?,0.21362646,0.09916878,0.2725107,0.17845519,0.20073415,0.13519502,0.04932783,0.39306298
"""good ! hopefully if america makes them feel unsafe , the dirty filthy muslims can go back to their sand lands !""",0.7969615,0.8021775,0.895227,0.3792593,0.7295666,0.17640693,0.34226874,0.9524982
different ethnic tribes have different abilities. non-whites xcept asians suck at math,0.7382047,0.8016964,0.8301602,0.49616092,0.8265938,0.7407407,0.5195297,0.9428497
no wonder you're the mongrelised subhuman offspring of the genocidal lebanese christians (who lost btw),0.67902285,0.68209994,0.7161432,0.4548811,0.5494634,0.251354,0.7406493,0.8422688
those people are nothing but inbreed retards with no education.,0.7627802,0.52747107,0.8997784,0.22499399,0.6955969,0.14880766,0.22582085,0.68304497
imagine your children/grandchildren in a sweltering stinking shit hole crawling with 3rd world subhumans one giant india/detroit,0.8129004,0.85852545,0.9091764,0.45692146,0.95317143,0.61259377,0.7608125,0.8632592
"""just watched stop genocide on youtube. fucking savages, animals. they didn't even have the wheel before we got there. they w""",0.73034537,0.8486256,0.88271624,0.40439522,0.9559142,0.52813864,0.82345974,0.80960494
disgusting worthless subhuman scum we need to start hanging em & cutting open the bastards stomachs!,0.9583344,0.91905266,0.9610433,0.51955235,0.9143132,0.36935925,0.986512,0.74359226
"""filthy stinking wogs whore, probably a kike, look at the rat like features, probably stinks of monkey cock!""",0.9254919,0.91905266,0.9603688,0.6364122,0.96887034,0.94354606,0.41708052,0.96805567
animal savages will behave like savage animals!,0.3983115,0.40632057,0.479766,0.39699623,0.36574897,0.27312422,0.52512497,0.49145356
if blacks have to catch up genetically via editing does that mean they admit they are inferior and that segregationists were right?,0.5818954,0.47149235,0.660731,0.26807222,0.49853954,0.13144885,0.22017045,0.8692937
who cares if hes illegal. these people are savages. its no wonder mexico is a shithole country,0.90742445,0.80814576,0.9091764,0.381006,0.88811123,0.43189704,0.30945843,0.9042962
im black and all white people have inferior everything to me,0.7740273,0.7638869,0.7384861,0.29613695,0.5628265,0.13146752,0.48451468,0.9426563
"""it's ok, it just comes with being genetically and culturally superior.""",0.1621016,0.05363532,0.14158483,0.21590368,0.065425545,0.05632837,0.09935184,0.10029403
"""while hillary is at a book signing charging $2,700 ea. i wish she'd drop dead!""",0.60845,0.23844412,0.22798826,0.41122055,0.14766848,0.08243533,0.82345974,0.087114945
you inbred incestuous freaks. go to hell!!!!!!!! #dumbtweets #fail #racist,0.95068264,0.9196552,0.96895826,0.41835085,0.9239113,0.62776613,0.68560004,0.8738923
castrate these goat molesters,0.7060645,0.8077287,0.73763126,0.5591446,0.7465573,0.778477,0.92843693,0.58523935
hey you fat embarrassment. veto the fucking spending bill. do your fucking job stop thinking you can outsmart the swamp.,0.95473075,0.91054493,0.97042215,0.18361436,0.97279686,0.44012022,0.27071163,0.58523935
i hate niggers and faggots!!!,0.9875341,0.9393468,0.9753923,0.20223927,0.9740725,0.44424066,0.47263956,0.96805567
why can't we just shoot mexicans at the border already,0.8393344,0.80814576,0.5871363,0.25597888,0.43127,0.07210361,0.9755639,0.92455935
clan come here to stay fucking niggers!,0.9358428,0.87555057,0.9207991,0.28283662,0.9576843,0.4776227,0.30478632,0.96805567
"""ain't surprised,ain't not a one of 'em worth a damn""",0.5958905,0.36301476,0.5696756,0.27038535,0.876051,0.106049865,0.1278907,0.17645721
when y'all niggas gonna let me join? i hate niggas too,0.95068264,0.8541667,0.8866252,0.4751991,0.8761262,0.37113583,0.5257062,0.96805567
"""until u knock t shit out of t moslems and let them know u are most willing fight 4 urselves, u lose!""",0.7007861,0.8044751,0.76382816,0.5324411,0.8775208,0.28848112,0.8093196,0.8008965
shut the fuck up you useless scandinavian. you're as worthless as a mick,0.95068264,0.9393468,0.97522783,0.23982209,0.9763059,0.3978275,0.40755713,0.6426409
fuck israel. dirty rats. no one likes them its why they all get expelled all the time. european probl,0.9863082,0.9368373,0.96056753,0.4196278,0.9818999,0.778477,0.68264705,0.96805567
absolutely correct niggers are stupid fn baboons!!!,0.9583344,0.89362836,0.96269983,0.23211043,0.91128254,0.18039612,0.2582845,0.96805567
"""lol,,, welcome to world, this is what she lobbies for, and this is how it begins good job! good job ann you f'n tranny""",0.53837943,0.35006467,0.6469386,0.17549913,0.5621276,0.27659532,0.08023522,0.77920055
<<===eat a dick you faggot piece of shit,0.95473075,0.9350168,0.9721215,0.51969945,0.984474,0.94355905,0.39496753,0.92455935
some body shoot that dumb bitch and put her out of misery,0.9583344,0.8611071,0.942489,0.59389675,0.9352339,0.56877464,0.9298262,0.48387805
"""don't forget """"""""little black sambo"""""""" who was actually indian, and """"""""uncle remus.""",0.19141254,0.031358406,0.078466564,0.29474184,0.03206709,0.18245675,0.009243515,0.05847125
the niggers don't count,0.83020335,0.80814576,0.86322755,0.31286973,0.79970914,0.18187062,0.37205184,0.95402986
