,text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack
6728,Whats the best part of an ISIS joke? The Execution,0.50221276,0.21628118,0.23860338,0.25853178,0.18546811,0.090253696,0.3259186,0.4493565
6729,What does black Fred Flintstone say? I yabba dabba dindu nuthin,0.3598433,0.22815073,0.31571794,0.31051013,0.2594908,0.15055008,0.19806008,0.5787114
6730,"""How are people with mental disabilities similar to electronic products? Sometimes they are, """"batteries not included""""""",0.29045674,0.113443986,0.29699007,0.19180746,0.09456698,0.034052443,0.05764549,0.3596736
6731,Which Magic Wand can only make Men disappear? Pregnancy Test Sticks,0.34466723,0.09784333,0.12687944,0.28239307,0.090542905,0.086700894,0.45278597,0.17392601
6732,Why are the dogs in china really fast? the slow ones were eaten,0.29163063,0.19079395,0.28305987,0.30708277,0.15717924,0.065029815,0.5124169,0.32072508
6733,How dark is my humor Dark enough to get six warning shots in the back,0.35642847,0.2232466,0.14318743,0.3685133,0.1439504,0.14580922,0.71062803,0.2720415
6734,What's the difference between a black person and a couch? The couch can support a family,0.50255704,0.3173277,0.429687,0.29007128,0.27245334,0.14299141,0.19157107,0.7933209
6735,How does a Mexican family take a photo together? They get in the back of a truck and run a red light.,0.24991328,0.09067667,0.14832309,0.3511691,0.07135507,0.043610238,0.15269187,0.4005195
6736,Why is all medicine white? Blacks don't work,0.6556601,0.5943945,0.6356477,0.37339738,0.4764126,0.15672685,0.35215917,0.89411634
6737,Wanna hear a joke? Black Lives Matter,0.34466723,0.23663422,0.33915883,0.26854387,0.22923742,0.104186825,0.12930591,0.5328513
6738,Whats a word that begins with N ends in R and you should never call a black person? Neighbor,0.4945446,0.3265889,0.43233994,0.27715406,0.21584171,0.08526399,0.21096925,0.7871706
6739,What Do You Call It When An Ethiopian Baby Cries? A mid-life crisis,0.355017,0.08215562,0.15111345,0.3307004,0.04285132,0.037758872,0.19897549,0.119516075
6740,"""How do you always win an argument against a black person? Call him """"Dad"""" and he'll run away.""",0.5026305,0.35844904,0.47039106,0.31163582,0.21359152,0.064734265,0.31947282,0.8422688
6741,Why are black fathers and Shaq's free throw attempts the same? They're always missing.,0.42631236,0.27718195,0.46981588,0.29786542,0.22648218,0.081480764,0.2344347,0.7757497
6742,What’s the most common fish in the Mediterranean Sea? The Syrian refugee,0.22775516,0.11664502,0.13275278,0.36900774,0.08608534,0.069831416,0.13752903,0.3479067
6743,Name one positive about Africa. The HIV Tests.,0.2945986,0.14949511,0.18668546,0.3004677,0.11727996,0.16497155,0.24597324,0.35978213
6744,What do you do when you see a black guy on stage? You raise your hand to bid on him.,0.5835036,0.34985706,0.46795124,0.3681667,0.2423473,0.19309227,0.18369347,0.78994244
6745,What’s the difference between Harry Potter and the Jews? Harry was looking for the chamber,0.3282253,0.13408023,0.13945943,0.3930628,0.1099219,0.08896364,0.14868672,0.54846954
6746,What do you call four Mexicans in quick sand? Quattro sinko,0.46128514,0.2826645,0.32095808,0.39477137,0.20010625,0.15189174,0.3318397,0.66930056
6747,What's the difference between a black man and property? I don't know.,0.5958905,0.34441194,0.45070177,0.32088846,0.31158265,0.1636473,0.20452443,0.85947394
6748,I reported a video on YouTube for animal abuse My report got rejected; it was footage of a black man being beaten,0.42631236,0.49611744,0.46593493,0.45799315,0.43558726,0.3914084,0.73432815,0.80099994
6749,What's a Jew's favorite book? Gone with the wind.,0.34388447,0.22501488,0.32997957,0.3476098,0.2577602,0.12067886,0.15605399,0.68152714
6750,"""Why are your mom jokes not your dad jokes? Because the creator of the first """"your mom"""" joke was black""",0.53837943,0.44145796,0.7142242,0.2970651,0.3108363,0.18578829,0.0811675,0.8422688
6751,The reason I date a black girl So I don't have to meet her dad,0.53837943,0.27745435,0.3045169,0.63808054,0.31876194,0.36571264,0.24839807,0.68250686
6752,What do you call an educated woman? Intellectual property,0.39230084,0.20638607,0.45146075,0.25050467,0.1629663,0.06596484,0.1463141,0.4812815
6753,a black man with a parrot enters a bar the bartender asks where did you get it africa answers the parrot,0.43100753,0.4810281,0.64943546,0.33409277,0.36668706,0.1810708,0.21009994,0.8422688
6754,What's Hitler's favorite time of the year Gas season,0.41807786,0.11607062,0.073332034,0.20282237,0.061223,0.037632924,0.24352428,0.1726777
6755,What do apples and black people both have in common? They both hang from trees,0.6611312,0.62013984,0.5430868,0.4249737,0.38579985,0.16426452,0.80335814,0.8604836
6756,"""If you can stop a comma with a period point, what do you use to stop a coma? A hollow-point.""",0.06012806,0.03962198,0.11652943,0.18906592,0.025838016,0.033893336,0.09630519,0.029294442
6757,What's the difference between heroine and a black person? I think twice about shooting heroin.,0.6430099,0.4261028,0.51905626,0.30352646,0.2434125,0.08038039,0.7580708,0.8422688
6758,Where could you find a quadriplegic? Where you left him.,0.1884524,0.16408218,0.5700021,0.19475572,0.13300033,0.04253762,0.16386122,0.1657045
6759,Yall need to chill. Racism is a crime. And crime is for black people,0.73034537,0.49934596,0.5728356,0.28696975,0.329559,0.08322064,0.34713137,0.8632592
6760,What happens when you roast the quiet Asian kid? Your pet goes missing.,0.44428605,0.24410276,0.38270685,0.37914097,0.10919205,0.059730504,0.57046896,0.5429353
6761,"""I got a handjob from a blind girl, my friend asked me how was it I replied “Ah blind girls—you have to hand it to them”""",0.6221407,0.6206264,0.36056194,0.8588587,0.8067913,0.97458434,0.49753553,0.39518294
6762,How was the Grand Canyon created? A jew dropped a penny in a mole-hole,0.4945446,0.6680204,0.68785954,0.5840808,0.6194977,0.5646386,0.5160437,0.85248387
6763,Muslim kids... They blow up so fast.,0.6556601,0.60528076,0.57870716,0.48105112,0.35005707,0.25661266,0.5850562,0.87698615
6764,If only Africa had more mosquito nets If only Africa had more mosquito nets then every year we could save millions of mosquitoes from dying needlessly from AIDs.,0.12116077,0.11829338,0.20657009,0.3721993,0.088968284,0.06638187,0.27086616,0.2933723
6765,How do you stop black kids from jumping on the bed? Put Velcro on the ceiling,0.7007861,0.66613466,0.6462343,0.5262767,0.5090532,0.5298508,0.5510662,0.8791578
6766,What's one thing you never say to a school shooter Think of the children,0.2712817,0.20331334,0.23652343,0.19385023,0.11591055,0.07395259,0.6202526,0.1459957
6767,How do you get a black man out of a tree? Cut the rope.,0.7740273,0.654818,0.6067203,0.4296482,0.38803804,0.23488425,0.85579455,0.8921792
6768,"""Helen Keller walked into a bar and then a chair, and then a table""",0.014369122,0.06975139,0.12721464,0.3713005,0.101327814,0.14064966,0.23468308,0.05488088
6769,Why do sumo wrestlers shave their legs? So that people don't confuse them for feminists.,0.32044756,0.16767573,0.40706602,0.23572862,0.116004795,0.18960515,0.14072336,0.531165
6770,What's the difference between a black slave and a black surfer? One hangs high and the other hangs loose.,0.5038962,0.36694494,0.58447534,0.32309097,0.2681236,0.15237117,0.1878012,0.8068038
6771,"""Why did Beyonce say """"to the left,to the left""""? Because black people have no rights.""",0.5810591,0.49138343,0.70199466,0.21743657,0.24612351,0.06268811,0.12109519,0.8921792
6772,Guys I have a question: when a gay couple gets married Who makes the sandwiches?,0.44298556,0.14891878,0.33136797,0.1822247,0.21956801,0.21118903,0.05303029,0.68250716
6773,Heard this from a 12 year old: 'Whats the difference between black people and apples?' I like apples,0.59863794,0.37015775,0.38090163,0.5219597,0.31207532,0.17055023,0.31247598,0.7329108
6774,"""Friend: how dark is your humor? Me: If you whip it enough, it will start picking cotton.""",0.13431281,0.08368853,0.13921696,0.4138804,0.07571013,0.087245926,0.43286973,0.1059587
6775,What do you say to a black guy in a three piece suit? Will the defendant please rise,0.44805592,0.282978,0.37309164,0.29377982,0.20997384,0.12412859,0.15999423,0.7430975
6776,how do you call a black man you call his cell number,0.5038962,0.576566,0.6356477,0.3532754,0.4410331,0.23268493,0.29765862,0.8750991
6777,What is an Ethiopian's favorite videogame? Don't Starve,0.13146462,0.18895887,0.228822,0.33785778,0.20012939,0.1462749,0.51048654,0.24967113
6778,How do you get 11 million followers? Run through Africa with a bottle of water.,0.4945446,0.12082987,0.17788425,0.3346217,0.048035897,0.040315915,0.3039048,0.26877055
6779,Wanna hear my favorite oximoron? Black people.,0.53430706,0.49309397,0.48399732,0.37527594,0.34244275,0.10423089,0.24350196,0.8008965
6780,What do you call it when a black person hides from a cop at night? Good use of camouflage.,0.5024423,0.30802503,0.479443,0.32137668,0.19603638,0.09770086,0.13067977,0.8008965
6781,What does a black woman receive when she has an abortion? A thank you letter from welfare.,0.49542332,0.19615883,0.33273077,0.30208802,0.16068229,0.12600408,0.21460474,0.6667636
6782,"""My boyfriend is half black. Sorry, I’m such a pessimist. He’s half white.""",0.41950125,0.3308912,0.6407057,0.35145453,0.36404383,0.24991807,0.096186705,0.7667761
6783,What's the one good thing about black people? They provide jobs for the prison guards,0.5026305,0.3664075,0.42815524,0.31444374,0.2924211,0.08145915,0.37309098,0.8010242
6784,"""I'm not racist racism is a crime, and crime is for black people.""",0.7138269,0.27580607,0.3392526,0.2458273,0.20764074,0.07086434,0.2097806,0.63426715
6785,What do you call a black person with rights? Nonexistent,0.6809553,0.46858826,0.6035264,0.247618,0.36650497,0.10430206,0.16705924,0.8631056
6786,Why do black people turn left? Because they don't have rights.,0.68288773,0.4841929,0.660731,0.25574607,0.35054237,0.13847996,0.10997701,0.87698615
6787,What's the only time you wink at a black person ? When you're aiming.,0.5535644,0.34540883,0.43554816,0.37669536,0.28114942,0.13756159,0.20838763,0.8008965
6788,How do you track a Cherokee. Follow the tears.,0.08689302,0.08745113,0.32013538,0.26961607,0.06674956,0.0382603,0.10378954,0.20830834
6789,Did they try turning Stephen Hawking off and on again?,0.038911518,0.018605454,0.047026254,0.21864738,0.020589707,0.021509035,0.094186045,0.02748296
6790,"""Today, I bought a Rolex from a black guy for a bargain. I would even say it was almost a steal.""",0.5026305,0.43834713,0.5712569,0.3058155,0.31424335,0.089689404,0.24750385,0.852949
6791,Researchers found out the most important difference between humans and apes Apes lives in Africa,0.26589394,0.5106425,0.51409745,0.32232267,0.4334793,0.15486088,0.61690426,0.6906826
6792,"""What's black, white and rolls around on the beach? A black man and a seagull fighting over a chip.""",0.42631236,0.18875259,0.28189996,0.40892988,0.13783686,0.14933883,0.23234193,0.52629346
6793,What's the difference between Batman and a black man? Batman can go out at might without robin.,0.3511902,0.2753475,0.45003435,0.30558014,0.22976121,0.13617888,0.17065807,0.808723
6794,What do we call marijuana addicts? Mexicans.,0.6809553,0.3850837,0.560019,0.38879037,0.26823694,0.112184666,0.1452601,0.8008965
6795,What part of a vegetable cant you eat? The wheelchair,0.19535941,0.040201467,0.11445025,0.1687795,0.04836593,0.025836997,0.072409675,0.07616599
6796,A Muslim man said “Allah Akbar” But I thought he was sneezing so I said “god bless you” and I was blown away by his reaction.,0.17957193,0.110079825,0.18451247,0.21925037,0.08817786,0.04645266,0.106164075,0.48099545
6797,Homeless Where do Western Hobo's go for food?  Food shelter   Where do Asian Hobo's go for food?  Dog shelters,0.39108577,0.09316788,0.28733063,0.2874574,0.16694024,0.03787791,0.09145759,0.2117479
6798,How black mothers keep their children from biting their nails? they make them wear shoes,0.5550837,0.61138815,0.638528,0.39328766,0.41893873,0.26397094,0.5371491,0.8757502
6799,What do you call 1 black person on the moon? A problem  What do you call 2 black people on the moon?  A problem  What do you call the entire population of black people on the moon?  Problem solved!,0.502098,0.57249856,0.58817464,0.38815215,0.33951816,0.09612018,0.49656722,0.8921792
6800,How do you start an african rave? Staple toast to the ceiling.,0.44750816,0.22016452,0.22826733,0.4096001,0.15619373,0.12902544,0.31768355,0.52028257
6801,"""Special ed classes are superior to the rest in, at least, one thing Chromosome average""",0.22988434,0.023426367,0.06159449,0.2351058,0.025969408,0.03152407,0.058120284,0.08307816
6802,How do you make a baby explode You convert it to islam,0.7212062,0.7604046,0.5373021,0.33230898,0.45503473,0.16929345,0.9214869,0.8890616
6803,There was this great German Hotel that closed down in 1945. It gave free food and free hairdo's. It was called Aushwitz.,0.14822112,0.1034271,0.09870912,0.50669354,0.11484579,0.12943934,0.24528754,0.19903047
6804,"""Why do epileptics bexome atheists in December? Because they found out that """"Jesus is the reason for the seizin'""""""",0.27690583,0.18572289,0.29658973,0.25825065,0.118348934,0.08103722,0.12610072,0.66607314
6805,What should you never give a dyslexic person for breakfast? Alpha-bits,0.45120096,0.3003937,0.579172,0.22170208,0.31231987,0.13620393,0.32616767,0.31824413
6806,"""What do you call a black man that has eight arms? I don't know, but it picks cotton really fast!""",0.4827802,0.3573974,0.5663434,0.3332028,0.2529455,0.113065735,0.29211336,0.8632592
6807,I painted my computer black to make it run faster It shot me,0.29558796,0.22691266,0.14232169,0.3883849,0.21406138,0.23396571,0.6367333,0.37055492
6808,Women deserve equal rights. And Other Hilarious Jokes You Can Tell Yourself,0.18549223,0.16829933,0.2989984,0.30788052,0.12949939,0.090249926,0.16589323,0.4898272
6809,What’s the difference between a Jew and a bullet? Only one escapes the chamber.,0.6769488,0.5983484,0.4567752,0.46882364,0.40713748,0.19242604,0.8348162,0.86270237
6810,"""I think its wrong to refer to a negro as """"boy"""" That implies they are people.""",0.42631236,0.5506465,0.6845376,0.37033495,0.62200826,0.2816911,0.18290356,0.8008965
6811,"""Teeth are like people All want to be white, most are yellow and the black ones don't work""",0.5012814,0.34381333,0.52528,0.27097753,0.30822977,0.09562912,0.14318518,0.79022604
6812,"""Criminals are like just normal, regular people... ... But with darker skin.""",0.4827802,0.257205,0.5708215,0.42252073,0.18960124,0.05370159,0.24506015,0.6350989
6813,Why was six afraid on seven? Because seven is black,0.42631236,0.4602142,0.51461285,0.3110656,0.38211975,0.15241484,0.31704044,0.8422688
6814,Why shouldn't men hit their wives ? When you damage your property it loses value.,0.44805592,0.24246502,0.1904508,0.20529936,0.107124515,0.0865898,0.7678222,0.20752491
6815,"""my african friend asked me if he could ask for bob and vegene i told him """"u better ask for food""""""",0.2712817,0.2015845,0.22625877,0.560163,0.27572128,0.4550931,0.13082775,0.48711437
6816,what did the african kid get for christmas aids,0.36211988,0.61066014,0.6268675,0.28544348,0.42255288,0.16927229,0.54034483,0.8632592
6817,"""What's the difference between homeless people and rats? Nothing, they both are infestations to big cities""",0.7060645,0.16236435,0.590761,0.21885078,0.1870641,0.05139763,0.07033723,0.3165465
6818,"""Why is Mexico so bad at the Olympics? Because every mexican that can run, jump and climb is allready on the U.S.A""",0.2712817,0.28079095,0.45239687,0.35727024,0.23179244,0.10785499,0.27591854,0.7379238
6819,Black people are like mitochondria They're the powerhouse of the cell,0.6221407,0.4846318,0.6202343,0.3320318,0.42358616,0.11901885,0.13245414,0.79812276
6820,I studied zoology It helped me better understand black people and their behavior,0.5810591,0.59998405,0.6281511,0.3037976,0.35499474,0.085031465,0.56088996,0.88128674
6821,:D @nkrause11 Dudes who go to culinary school: #why #findawife #notsexist :),0.20742953,0.36779842,0.32421863,0.5677328,0.5027739,0.5397605,0.59961337,0.35048872
6822,"""Yeah, child labor IS illegal. Unless you mean """"women""""? @plaster_cole Girls should not be allowed to be commentators for football games""",0.31661135,0.24250808,0.4202152,0.29625067,0.19334967,0.15723194,0.1550742,0.6350989
6823,"""Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook over one who can't ANY DAY""",0.36805952,0.53461117,0.5884475,0.67976004,0.50532854,0.77205503,0.6181567,0.56156886
6824,You're pure comedy to the WNBA. @itsshaqhoe Not sexist but WNBA is pure comedy to me .,0.2965773,0.210485,0.33459964,0.6703716,0.31211677,0.7407407,0.077410705,0.19297944
6825,"""Has to be a parody account. @TheHout I'm not sexist, but women just shouldn't be sports announcers.""",0.3063832,0.1794935,0.3401554,0.26212344,0.23582146,0.47902352,0.06357487,0.5919765
6826,"""Listen, you're sexist. @TommyJohn15 Listen, I'm not sexist, but every dumbass driver I've crossed lately has been a female.""",0.6254302,0.66497564,0.92463964,0.41390005,0.8801729,0.67620605,0.22933497,0.7436362
6827,"""Wish I could reply with gifs. @ThisIsFNW I hate when women want to be men. It's not sexist, it's biology. Were just different, accept it.""",0.39230084,0.23192543,0.37213516,0.37432733,0.3894682,0.5066109,0.12354352,0.68917686
6828,*most boys @ihatethiskid I'm not sexist but all the internet does is show that most girls don't know how to form their own opinions.,0.263611,0.14229651,0.21686897,0.3409233,0.291293,0.62830323,0.2051385,0.29943657
6829,"""Yes, you're both. @kfuru16: My sister is a woman and Asian. She is the worst driver in America #notracist #notsexist""",0.36805952,0.4765452,0.7482911,0.3565556,0.53935045,0.3907634,0.12162822,0.7226347
6830,Turn up your hearing aid? A thought @C_tWINO I'm not sexist but it's nearly impossible to listen to a girl talking about football on ESPN,0.263611,0.23287253,0.25763577,0.3138745,0.4892476,0.72253186,0.18536587,0.21011712
6831,LOL EDGY @ein_schoner_tag @shedevil___ @ahptik im not sexist but why are women allowed opinions lol,0.355017,0.42751023,0.48897627,0.5262258,0.5301477,0.77188414,0.3345429,0.6821303
6832,"""I'm not a Misandrist but Males in General can not Capitalize @g0ldenWan I'm not Sexist , but Females in General can not Drive.""",0.3093897,0.24223003,0.3412651,0.2644151,0.37266198,0.50718325,0.11812951,0.4531551
6833,TELL ME MORE @ohthatliamm I'm not sexist but I don't think I actually find any female comedian funny,0.22985287,0.17831172,0.24783856,0.50900483,0.32176015,0.57141685,0.14622903,0.4177202
6834,IRONY IS FUCKING DEAD @ibustos123 Im not sexist but feminists are the most annoying people out there.,0.8742253,0.89256597,0.9091764,0.5859518,0.96076435,0.926913,0.8491992,0.9234261
6835,WOW TOP SHELF HUMOR @arabdizzle What's the point in having a cleaning lady when I have a mom and a sister? #NotSexist,0.28923595,0.28860104,0.33639324,0.3835305,0.35434592,0.32310236,0.25898334,0.4964668
6836,why do jews get circumcised ? jewish women wo n't touch anything that is n't <number> off .,0.39230084,0.64604497,0.56102777,0.51682585,0.5215841,0.53510547,0.5690024,0.8869391
6837,"""what is a muslim 's favourite band ? the taliband , their performances always blows the audience away""",0.28874767,0.31642324,0.4992157,0.41561493,0.25607514,0.13767728,0.2124546,0.7461901
6838,how do you prevent black people from stealing your stuff ? hide it at the bottom of the pool,0.6887467,0.4647212,0.5880066,0.20234284,0.3577796,0.115794316,0.24672338,0.85211915
6839,i like my lakes like i like my white men . superior .,0.43100753,0.22209507,0.2437196,0.6745565,0.24337706,0.32850078,0.15283434,0.61071354
6840,black people are like tires they work better with chains,0.73034537,0.6731095,0.71599096,0.2452038,0.49731758,0.08816684,0.34192434,0.9225583
6841,"""a muslim couple just got married it is working out well enough , but the husband will not let his wife drive for at least <number> years . one day the wife go 's up to him and asks why she must wait such a long time . he replies """" oh well , to get your drivers licence in this country you must be <number> years or older """"""",0.19042583,0.16823754,0.25614065,0.39536664,0.13798855,0.12543158,0.12507671,0.52284974
6842,what do you call a good looking muslim ? asif,0.46292964,0.2861841,0.30840987,0.51180774,0.19956018,0.1764624,0.1718984,0.680036
6843,what do you call a black woman who 's had <number> abortions ? a crime fighter,0.57027644,0.54915655,0.5905348,0.43777698,0.4397168,0.2757119,0.65274537,0.87698615
6844,why did a black man cross the road ? hey ! gimme back my wallet !,0.5535644,0.45840734,0.517516,0.5181494,0.3595112,0.18417515,0.30169302,0.8513878
6845,"""how do you fit a group of jews into a mercedes ? <number> in the front , <number> in the back and <number> in the ashtray .""",0.38874862,0.5042549,0.56290674,0.48183092,0.4835736,0.19332306,0.49346888,0.8008965
6846,important sometimes it is very important if a sentence was said by a man or a woman . a good example : “ i used a whole pack of tissues during that awesome movie yesterday ! ”,0.036851373,0.072424494,0.1042027,0.4094222,0.14190003,0.18987504,0.15173341,0.28825
6847,what do you call a woman who thinks she can do anything a man can do ? wrong .,0.29163063,0.17929138,0.3824782,0.2577775,0.14433086,0.13685255,0.12276236,0.4560194
6848,bad drivers are fined $ <number> now that s just sexist .,0.2936093,0.34563902,0.643764,0.39238492,0.4316913,0.57086647,0.21638645,0.57964504
6849,"""cooking is an important skill . cook for an african man , and he will be hungry for a day less . cook an african man , and all the nearby african men will be hungry for a day less . -- some tribe leader""",0.39230084,0.5126463,0.56168294,0.60841227,0.33430445,0.21505186,0.52748215,0.8008965
6850,"""wanna be like hitler , but have no oven ? throw a penny off a cliff .""",0.355017,0.43897817,0.32497233,0.39763406,0.12655163,0.06601864,0.8619154,0.34452558
6851,i painted my laptop black so it would run faster . <repeat> and now it wo n't work,0.060527626,0.22804242,0.2703018,0.4128278,0.31478322,0.23877797,0.31065914,0.53722507
6852,what do you call an ethiopian with buck teeth ? a rake .,0.5535644,0.14896867,0.27453583,0.36448956,0.14774853,0.1383733,0.17905146,0.314079
6853,"""some people say i do n't let my wife choose anything , but that 's not true ! i let her choose between front hand and back hand .""",0.050242316,0.052279506,0.08321834,0.3652935,0.061294198,0.114608325,0.13544914,0.08257343
6854,you want to hear a joke ? women 's rights,0.36944604,0.24890448,0.4864966,0.1823889,0.19380373,0.07244313,0.111884825,0.68277186
6855,what does a muslim do with their iphone <number> ? just kidding ! they prefer the note <number>,0.3897707,0.08677026,0.16701172,0.36571217,0.10704656,0.05953377,0.07062724,0.4969848
6856,what 's the difference between batman and a black man ? batman can go to the store without robin .,0.39230084,0.25775114,0.42797425,0.3437938,0.20921782,0.13260065,0.20437191,0.79979175
6857,"""what 's the difference between a boko haram training camp and a nigerian refugee camp ? i do n't know , i just fly the fighter jet .""",0.30788645,0.11527318,0.17933196,0.40664098,0.10425694,0.09249658,0.14645371,0.3858267
6858,what do you do when someone is having a seizure in the bath ? throw a load of dirty laundry in .,0.2712817,0.23824216,0.5596439,0.29470578,0.19296002,0.0834611,0.4440574,0.09970966
6859,why are women like clouds ? because they dampen your day when they 're around but once they 're gone the day is much better .,0.40946755,0.087468915,0.25966954,0.2657421,0.0944793,0.0780564,0.042884875,0.39596674
6860,what is the difference between a homosexual and a mentally ill person ? nothing .,0.6757943,0.60599273,0.80613285,0.23267674,0.45504007,0.37478134,0.13592836,0.92327094
6861,how can you tell if a shark met an asian ? its fins are missing .,0.32304016,0.049704418,0.12505767,0.3382796,0.05789949,0.06508121,0.057511337,0.2774016
6862,"""how many times can you screw a blonde ? i do n't know , how much time you got ?""",0.44509158,0.44900987,0.47538012,0.5971043,0.62129307,0.5304837,0.43407935,0.30206147
6863,what do you give an african child for its first birthday ? roses on its grave .,0.38953075,0.49816516,0.44579554,0.51541364,0.30467296,0.17531137,0.6793038,0.7509542
6864,"""pink shutters a man walked into a whore house and asked the man running it to give him the biggest black woman that the whore house had . the man at the counter said alright that will be <number> and told him to go to room <number> the man went up to room <number> and the biggest black woman he had ever seen answered the door . the man walked in and asked the woman to take off all her clothes , lay on the bed and spread her legs . <repeat> she did as she was told , the man stood there and just looked at her for a minute , then he said ok i m finished you can put your clothes back on . <repeat> the woman got up and was confused as she asked , """" why did nt you do anyting ? """" the man replied . <repeat> well i am painting my house brown and i wanted to see what it looked like with pink shutters""",0.50743616,0.6207864,0.6477043,0.6751548,0.78301996,0.7668227,0.51575816,0.6350989
6865,darth vader … was the first black guy to freely admit to being the father .,0.3511902,0.01760699,0.051532254,0.21009968,0.02127499,0.06250826,0.0075008357,0.055329204
6866,why are the japanese so skinny ? it did n't end very well for them the last time a fat man was in their country .,0.39108577,0.3481536,0.6657949,0.3768886,0.3116016,0.1375356,0.14874485,0.6823386
6867,what 's with all the recent terror attacks ? its ramadan . and you 're not you when you 're hungry .,0.31671798,0.1184184,0.2915413,0.2614367,0.08302317,0.039543252,0.37963024,0.15182076
6868,what do you call an ethiopian with a yeast infection ? a quarter pounder with cheese .,0.502098,0.066179805,0.12933311,0.25227326,0.05513401,0.06005391,0.08176822,0.17652367
6869,what 's the difference between a black man and a lawn decoration ? a footstool and some rope .,0.6430099,0.42450464,0.46866816,0.41222757,0.29154608,0.17686427,0.62850887,0.8422688
6870,what 's black and screams ? stevie wonder answering the iron .,0.34388447,0.19096322,0.28643104,0.26941103,0.16829318,0.08261381,0.23246042,0.58523935
6871,how do you find a black person ? guilty,0.7545523,0.6217869,0.6486316,0.23035598,0.41869274,0.07993844,0.29072428,0.92215836
6872,"""a black guy goes to a doctor 's office to get a vasectomy . he shows up in a limo wearing a tuxedo . when it 's his turn , the doctor looks at him and says , """" i 've seen a lot of things , but i 've never seen a guy coming in all dressed up like that ! """" and the black guy says , """" well , if i 'm gon na be im - po - tent , i 'm gon na look im - po - tent ! """"""",0.4945446,0.2876602,0.40200558,0.4956491,0.28508475,0.25370327,0.2351372,0.6835222
6873,who 's visiting millions of african children every year on christmas eve ? death .,0.53430706,0.5780432,0.3759156,0.30237493,0.26339307,0.06721566,0.8902446,0.8008965
6874,cripples what do you call three people in wheelchairs stacked on top of each other ? a vegetable rack .,0.30487993,0.09548443,0.3247398,0.22515748,0.08490609,0.06657775,0.15828432,0.11168627
6875,what s the difference between a black person and a colorful explosion in the sky ? fire works,0.7007861,0.54773307,0.5373136,0.32949418,0.31205,0.12614104,0.7183615,0.87698615
6876,what happened to the girl who had a black heart ? cardiac arrest .,0.38953075,0.10377337,0.19889715,0.5389496,0.0984928,0.12558268,0.20548397,0.39628172
6877,what 's the same about feminism and the holocaust ? they 're both irrelevant and mean nothing to society .,0.39108577,0.3977991,0.46392566,0.22991051,0.22872937,0.08910111,0.2880708,0.7279974
6878,"""if your dog is barking at the back door and your wife is yelling at the front door , who do you let in first ? the dog because he shuts up after you let him in .""",0.17587385,0.255146,0.5060479,0.3383959,0.20855904,0.19159803,0.2062189,0.2708608
6879,i ca nt wait for harriet tubman to be on the $ <number> bill i can finally use black people as currency again .,0.47246054,0.45823425,0.58698374,0.38236535,0.47138208,0.15104146,0.33026052,0.8008341
6880,if you donate just <number> pound a month . . . you can help us make another advert with sad looking african children in it .,0.34388447,0.37291786,0.44020942,0.5329814,0.31361547,0.17846853,0.5824966,0.69996166
6881,why are black people so good at excel ? they know a lot about cells,0.41523102,0.47857127,0.4909587,0.30376863,0.43467715,0.21850188,0.1674909,0.8008965
6882,i 'm not racist there are black people in my family tree .,0.44670263,0.2981294,0.3349863,0.22274381,0.265871,0.11404135,0.055291604,0.6132328
6883,"""why should you never marry a jewish woman ? when dinner time comes , they 're too scared to get near the oven""",0.5958905,0.34660527,0.2982442,0.4986001,0.2250171,0.14114365,0.5717562,0.6350989
6884,"""daddy , am i more black or muslim ? - why are you asking , son ? - there is a bank on the <number> h floor of a new building , and i do n't know whether to rob it or fly a plane into it .""",0.46128514,0.35018396,0.470803,0.41472664,0.3144238,0.15390232,0.35654947,0.70521635
6885,"""from what i understand most major religions all pray to the same god . after tragedies often i hear ' god has a plan ' well , frankly i think they are right . like after sandy hook , you know , like <number> kids were murdered . that was part of gods plan . i mean , how else is he going to keep coming up with virgins for the suicide bombers .""",0.33081788,0.44576925,0.4237014,0.29859143,0.20245579,0.19881886,0.7558354,0.7449421
6886,what do you call a sheet of metal leaning on a tree ? free aboriginal housing .,0.12695669,0.05061423,0.15389703,0.26683772,0.03434397,0.02695209,0.09568726,0.13885568
6887,what do you call a homosexual on rollerblades ? rolaids,0.6221407,0.6057128,0.734651,0.3044758,0.6222302,0.54842716,0.23810847,0.8920878
6888,i like my women the way i like my fish . . . battered .,0.39230084,0.33147505,0.25056705,0.84875846,0.31365287,0.56761223,0.42467552,0.35200396
6889,what 's the difference between harry potter and jews ? harry escaped the chamber,0.36553472,0.23579744,0.2169887,0.40665048,0.15706706,0.12770869,0.32022396,0.6147121
6890,"""so i almost dated this cute muslin chick in middle school but after her social media phase , she kinda blew up . <repeat>""",0.28972426,0.18501726,0.21234299,0.8603485,0.20310941,0.2448588,0.3387856,0.24025935
6891,how many feminists does it take to change a light bulb ? feminists ca n't change anything .,0.3544517,0.1696166,0.3532249,0.22007614,0.103939176,0.0630335,0.1454573,0.63488567
6892,why do black people like the pokemon anime ? because they can relate to the main character 's fatherlessness .,0.4497033,0.21147843,0.48382998,0.2799459,0.14356002,0.05240886,0.04840213,0.70969427
