text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack,,,,
It’s not surprising that the only war the French have ever won was a civil war,0.16551583,0.26672077,0.20245863,0.30932918,0.16864453,0.14387938,0.6297716,0.4933797,,,,
"""I can believe it. Indeed, above us is an actual homosexual mafia with kike agitators. Few things are despised more than a straight man, especially a straight white man trying to get pussy.""",0.81344116,0.86127955,0.89207476,0.6702295,0.93690646,0.97149086,0.6231054,0.96805567,,,,
"""1) Throw thirty dumb-fucks in a 10-foot by 10-foot carnival pen, 2) stand a drooling regressive spokes-hole twenty feet in front of the pen,  3) and with the magic of a telephoto lens they make it look like a huge crowd.""",0.6662635,0.7571966,0.81970894,0.43914947,0.86226,0.7893632,0.34790564,0.3120784,,,,
#thenoseknows a goodgoy always follows the money crumbs and not it's heart. #thanksjews,0.30337667,0.106218986,0.14543852,0.35931435,0.11247713,0.061444864,0.16088203,0.2923307,,,,
She had “dame�?disease. translation “gimme�?disease.,0.15042676,0.0951968,0.1616802,0.2352353,0.14312144,0.14126028,0.18939312,0.091872856,,,,
Abortion is child sacrifice to the jew god Moloch.,0.5810591,0.6233025,0.5682954,0.44528222,0.4644875,0.2740716,0.82345974,0.8008965,,,,
And they're doing the same with the arabs and africans in Europe.,0.2712817,0.09495516,0.14715879,0.3106857,0.115732655,0.08894666,0.061634623,0.34332,,,,
"""And they continue to do so, R'abbi. It's as simple as that. (((The enemy))) wants to take over the world, and they want to kill you and me. Heretical rabbis they will burn at the stake, incidentally. So what will we do about it-?""",0.40636617,0.64196163,0.3280746,0.42427498,0.2606542,0.053511064,0.9712794,0.3204285,,,,
"""Same appears to have happened to Slatty, since being totally outed (name address work if you can call it that.  Same day Edel’fuck’nEvil overdosed he gets to realise he’s outed andin deep trouble.  I guess that’s why he’s not on here much now.""",0.42631236,0.67206323,0.6324775,0.34423923,0.9085402,0.68699175,0.14913565,0.2845093,,,,
"""Zionism is a political stance, not a religious one. You can be anti-zion, and not hate jews. Just like you can supoort soldiers but not like those giving the orders. The days of screaming anti-semite to end conversations is OVER. Zionists are the nwo and evil. No amount of fake crying is going to change that.""",0.44805592,0.36557135,0.5025344,0.40163884,0.19870354,0.089787714,0.2267851,0.8008965,,,,
PUTIN DROPS HELSINKI BOMB >  HILLARY CLINTON GOT $400 MILLION PAY-OFF !! ,0.18647896,0.15437,0.237078,0.44697845,0.09633828,0.094818994,0.3142236,0.17222546,,,,
"""Poor whinning Pelosi, she & Hillary should do duets for Follywood.   :(""",0.25676212,0.10806002,0.35997382,0.363823,0.07986843,0.060172223,0.19620688,0.21689014,,,,
HANG 'im ,0.31650472,0.3323916,0.19387227,0.4025551,0.28474087,0.18929052,0.82345974,0.25520882,,,,
OMG Trump colluded with Russia to promote soccer!!,0.07011723,0.05611546,0.15635322,0.32230508,0.03405943,0.04835696,0.08259685,0.12873052,,,,
Liberals always thinking gay. Faggots!,0.9320454,0.8416842,0.9431344,0.37353557,0.9209783,0.56662035,0.21520486,0.95397425,,,,
LOL LOL LOL of course the Communists would say that. They'll all be crying in their GITMO cells.,0.34388447,0.21468359,0.5394517,0.41452932,0.14236596,0.06336014,0.18861564,0.38874197,,,,
"""That doesn't do much for two-thirds of Americans who don't even have $1,000 saved up.""",0.01999182,0.032096583,0.07844432,0.27337655,0.023417657,0.021638285,0.049661525,0.13772915,,,,
"""What ever happened to the days when Judges were on every mafia hit list and car bombings were the norm? You know, the good old days?""",0.15276173,0.07646455,0.12347602,0.37609386,0.03613075,0.03547905,0.45160535,0.054964747,,,,
"""Right so we're off to a flying start. We're got one. A man who's only actual power is to be able to possibly change the bus timetable in Sheffield, that's it. He has no power, it's a publicity stunt no more. So, we've got one...any more?""",0.054534122,0.047940202,0.15254954,0.33137146,0.048671007,0.034132823,0.063625805,0.06436055,,,,
"""Seems Clinton’s are The progenitors of the Panama papers. Hello class, today we learn how to hide illicit money. """,0.11600884,0.092992686,0.33535174,0.32583615,0.09041146,0.051944304,0.06882726,0.18280157,,,,
Maxine Waters has cornered the market on stupidity. ,0.77806646,0.24912755,0.895227,0.17905207,0.52981544,0.026968138,0.05919349,0.1227773,,,,
Hi I'm fauxlocaust and I'm running for King of Utopia. ,0.29261994,0.09921814,0.23580183,0.3749824,0.110930964,0.06391573,0.1497422,0.30965313,,,,
Chris Wallace almost got suicided for forgetting his manners.,0.16275369,0.034152906,0.20053865,0.24578863,0.03602052,0.030527338,0.06360021,0.04637638,,,,
"""Ohhh I'm so hurt, some deranged overweight virgin Dosent like me """,0.43451136,0.5239647,0.6806803,0.6133872,0.57379216,0.56731606,0.38951194,0.6350989,,,,
Same here.In fact I trust Putin more than all of the liberals & Congress all together.,0.049212243,0.018481914,0.049788292,0.30224636,0.012502576,0.019021131,0.033865865,0.072922654,,,,
This is what happens when you import too many Halal butchers...,0.35010305,0.09397514,0.26278204,0.34356606,0.09802351,0.068654515,0.1494655,0.079890974,,,,
"""I am constantly shocked by the vitriole thrown at Pres Trump, so many seem to hate him; its sad really. """,0.25219622,0.097555146,0.30153596,0.3221132,0.083854,0.03936792,0.2720404,0.17635578,,,,
LMFAO I can't wait till it flops ,0.25219622,0.14923428,0.13144341,0.43415853,0.22675782,0.29884642,0.3293024,0.132313,,,,
That shit is so stupid. Did you see the French team? They were mainly Africans and Middle Easterners.,0.90742445,0.7553681,0.895227,0.33279544,0.951641,0.111572444,0.24228819,0.8008965,,,,
"""What garbage.  Worth reading, but a junk conclusion.  Great post though""",0.7344555,0.2713851,0.8461035,0.3263805,0.3131848,0.06461614,0.07202516,0.09720162,,,,
"""CZECH REPUBLIC """"GETS"""" THE SECOND AMENDMENT...NOW FOR THE REST OF EUROPE """,0.1550967,0.12954405,0.21603483,0.52705055,0.122447476,0.1335729,0.22543739,0.16044675,,,,
how do you know? did his dick taste like shit?,0.95473075,0.84407425,0.8453147,0.54525745,0.97759175,0.97149086,0.1843041,0.39168882,,,,
Trump says PRISONER Obama.  Freudian slip?  https://www.youtube.com/watch?v=QPnCFYYEJK0,0.2015616,0.05255172,0.254026,0.3790541,0.037481204,0.044797838,0.057492003,0.10361844,,,,
"""My parents said don't mix, think of the children.  It messes with their head.  More specifically they told me not to date blacks for they tend to abuse their women more than white guys.""",0.529921,0.51611155,0.6327849,0.45026973,0.31345683,0.39228335,0.5332519,0.8771757,,,,
Fuck Israhell... I suppose they'll have karma bite them hard eventually,0.8546526,0.8049105,0.7353375,0.5990627,0.9547905,0.7407407,0.69988674,0.44146144,,,,
A Jew banker.  That's a first,0.2712817,0.24169949,0.28080356,0.3422111,0.21629284,0.11780865,0.15221189,0.6350989,,,,
"""Civil war is a trick and a trap.   RIght now globalists hold power but in order to seize ultimate control they need a pretext for serious restrictions on freedom.   Civil war will give them that pretext.  Maybe a dude with an AK and some ammo can pick off a bunch of lefties with torches, but he ain't doing shit against a blackhawk except dying.""",0.5535644,0.615858,0.70199466,0.4063458,0.8082566,0.19175915,0.6251646,0.74370587,,,,
They’re Naming Names in Britain ,0.031529333,0.015547155,0.016161602,0.21101706,0.023189845,0.0360777,0.05972244,0.04611928,,,,
test fuck ejaculate mother cheez whiz ,0.8890526,0.89362836,0.7869672,0.6806384,0.9750864,0.9863063,0.4004846,0.5145978,,,,
"""Putin is allowing in Afrikaner refugees. Because you know he's such a puppet of ZOG/NWO, etc. LOL. @SvenLongshanks""",0.36211988,0.4661683,0.7055781,0.4554141,0.5677008,0.23738891,0.25243336,0.6350989,,,,
"""Hope they remember what their teachers taught them when some muslim is abusing their arse or cardboard vagina,go for it dumb shite""",0.86967754,0.87427866,0.9259669,0.53450185,0.96118695,0.97458434,0.5630132,0.92215836,,,,
France could be conquered by a force made up of kindergarteners...,0.229845,0.14028825,0.2315054,0.35757455,0.113813326,0.1448434,0.23818894,0.27247483,,,,
"""I said it, and I stand by it! Blacks get almost all of their cultural cues and information from rap and sports. It's not like they're reading books or anything. https://www.dailymotion.com/video/x6bdre0""",0.38567963,0.30870578,0.4239157,0.48420227,0.30797768,0.22098276,0.3934646,0.7602072,,,,
I have the caucacity to not give a shit about starving nigglets in apefrica.,0.8129004,0.8416842,0.90119016,0.36491612,0.9344052,0.4788705,0.34738955,0.940079,,,,
"""Its not good enough to be islamaphobic. I think every normal rational human being should be islamabloodyterrified of this totalitarian, expansionist theocracy which flouts human rights and supresses free speech. Je Suis Charlie!""",0.31725118,0.3551664,0.4697193,0.26685187,0.18015903,0.059711423,0.33119202,0.79306,,,,
I take it the cop was WHITE.  Or does it even matter to this uncivilized POS?  Does he see how black people live in other countries?  Has any nation outside Africa ever elected a black President except the USA?  What a total brainwashed jerk.,0.78524166,0.6813003,0.9202788,0.33825853,0.7184349,0.29404822,0.28989515,0.8921792,,,,
"""The #Quran states the earth is flat, though some claim it states egg shaped. Either way the Quran is wrong but #Muslims still like to claim it's scientifically accurate.  #FlatEarth""",0.2712817,0.31299815,0.55211926,0.34136948,0.3317174,0.2018678,0.11481238,0.7428919,,,,
This is why #Muslims haven't contributed anything to the world in 1400 years.,0.39230084,0.26583546,0.34036928,0.20098919,0.1942361,0.08030062,0.15443617,0.7462253,,,,
NOW THIS IS HOW YOU DEAL WITH MOSLEMS....THIS IS WHAT EVERY NATION SHOULD DO... ,0.48794,0.15047535,0.28843775,0.41277698,0.0944999,0.08588805,0.15443258,0.16200829,,,,
https://www.sgtreport.com/2018/07/exposed-peter-strzok-grew-up-in-iran-and-saudi-arabia-worked-as-obama-and-brennans-envoy-to-iranian-regime/ ,0.01527153,0.01691553,0.04292873,0.39411315,0.011727773,0.027221285,0.044601038,0.08734392,,,,
"""Anything that requires counting past ten is too complicated for flat-Earthers. Keep it simple, the more pictures the better.""",0.045778666,0.022723304,0.058308132,0.33020473,0.021248639,0.041760117,0.046011608,0.033160303,,,,
SHEEPLE! ,0.17661177,0.26276645,0.4263787,0.52509606,0.31068203,0.2618301,0.29328918,0.17361446,,,,
"""https://www.youtube.com/watch?v=CcftM2xNBN4&t=59s The Deep State Is Surrounded, They Are Preparing Their Next Move #Christos #Pope #VladimirPutin #PrayForPutin #POTUS #NigelFarage #QAnon #WeThePeople #AlexJones #TreasonSummit #TraitorTrump #ImpeachTrump #EU #UN""",0.057331093,0.18408899,0.56132424,0.3269853,0.14791796,0.064737275,0.09437669,0.39363757,,,,
"""i hear that comment a lot; its very widespread. However i do not know why he chose to execute Barbarossa, or why he wanted to invade Moscow. Surely he didnt know it was suicide? YES THE BOLSHEVIK EVIL ROT was CENTERED there but honestly it LIVES EVERYWHERE. in EVERY EVIL corner of the world. Perhaps he just wanted to be done with his doublecross of Stalin? IDK...""",0.24418297,0.169999,0.3406724,0.38549846,0.096524015,0.030325007,0.61729044,0.13958824,,,,
@Ctrm045  ,0.007948137,0.03743954,0.048336092,0.2159163,0.088857494,0.07293948,0.1076826,0.047871545,,,,
She should take a walk through no-go zones...  The world would be a better place.,0.38567963,0.15342951,0.24203128,0.48464847,0.11413103,0.095013335,0.4922463,0.12740363,,,,
"""Why would America want skilled white immigrants when we can have hordes of immigrants with no marketable skills, guaranteed to be a financial burden on US taxpayers for the rest of their lives?  #FreeShitArmy """,0.5026305,0.5512863,0.714621,0.40052274,0.69309914,0.37940884,0.25606376,0.8042663,,,,
"""100mil ? 60mil(stalin), 6mil(hitler),  80mil(mao), 3mil(polpot), 5mil(n korea), more like 155mil murdered by socialists in last 100yrs. They do ut because socialism doent work. The only way to keep it going  is to murder everyone who wont go along with it. Islam is the same way.""",0.5810591,0.40906423,0.32750994,0.29426742,0.15938823,0.046671763,0.7738744,0.68041646,,,,
Actually I'm also a layman cleric. You are the marxist demanding your lesbian democracy!,0.5810591,0.39278567,0.68785954,0.5137531,0.37708336,0.5171013,0.0895543,0.8422688,,,,
"""Benghazi was caused by the UN and the Banksters, Barry and HRC were only the tools.""",0.22990009,0.031050466,0.096200846,0.2567382,0.02479017,0.021734744,0.053367075,0.08146952,,,,
How Jewgle will collapse: https://hackernoon.com/how-google-collapsed-b6ffa82198ee ,0.2835225,0.26953667,0.26629266,0.5504202,0.2502792,0.20653036,0.44551617,0.6350989,,,,
Flattards have an explanation for that one. They demand that you go south instead of east-west. Then they never travel south. Always one excuse or another.,0.23628397,0.100389004,0.3800465,0.27846828,0.07609452,0.03563029,0.087045416,0.19457904,,,,
Arise WHITE PEOPLE! We're back.,0.52368855,0.4366848,0.44477737,0.51230633,0.30234364,0.14449164,0.5532874,0.74499017,,,,
Court: British Rugby Players on Tour in Sri Lanka Killed by ‘Contaminated�?Heroin ,0.19535941,0.03849267,0.035313543,0.38629055,0.048311856,0.13914514,0.27585235,0.06307892,,,,
"""Jews seeking to betray whites whenever possible...they """"hate nazis"""" but were """"inspired by Brexit and French right wing groups"""". Does any part of this fiction make sense? """,0.5026305,0.40497896,0.56332946,0.39357337,0.4097402,0.1555917,0.18198748,0.8422688,,,,
"""I said homosexuality is NOT natural and have been suspended until I take down my tweets, they will have a long wait,I hardly use twitter.""",0.456592,0.22982879,0.29562667,0.27502003,0.27203065,0.2657897,0.32196686,0.6950401,,,,
"""And finally, the winner of the  Say Something Stupid Media Competition!  Thanks for playing! We would not have MAGA wihout you. * Result? Trump #'s up MSM cred shreded * News? Good  Diving ratings poor results looking like fools  Not results the handlers expect * The parade of tools  know this live it It is a cause of their hysteria * Maybe Omaha is hiring?  """,0.6777893,0.31218976,0.895227,0.31636778,0.41484272,0.03417583,0.06671397,0.1436162,,,,
CNN's Cuomo apparently cannot connect dots accurately.  Sociopaths are successful because they are willing to sell themselves.  Wonder what Cuomo has in his closet.,0.39694545,0.16017646,0.6295743,0.35268345,0.20886101,0.09998747,0.07540285,0.21531634,,,,
"""The Washington Post's staff """"conservative"""". Yeah, """"conservative"""", right ...""",0.10031791,0.018737823,0.06594627,0.34026006,0.01299629,0.023187984,0.025652703,0.056225218,,,,
if you have been censored by twitter it makes you an AMERICA,0.11343288,0.0571815,0.13275239,0.3012795,0.0972846,0.13682239,0.15072279,0.09442194,,,,
"""Those against Christians are aligned with the Jews, our mortal enemies. We don't need witches and warlocks to win this war. And we won't lift a finger to help our enemies. Remember that. """,0.4945446,0.3373709,0.43448132,0.31151086,0.19941795,0.07647334,0.38687196,0.77194023,,,,
Wonderful crisscross patterns in the sky...whatever are they spraying on us?,0.089577995,0.021068051,0.03721342,0.3658488,0.026304213,0.04913763,0.04548556,0.0277143,,,,
Texas Law Student Forced to Reflect on 'Toxic Masculinity' as Punishment | Breitbart https://www.breitbart.com/tech/2018/07/20/texas-law-student-forced-to-reflect-on-toxic-masculinity-as-punishment/,0.12695669,0.07804413,0.19277795,0.34476045,0.07195485,0.06925599,0.3085828,0.24717371,,,,
This Black guy likes to use big words. Too bad he is a racist.,0.7212062,0.50665617,0.69485015,0.3384942,0.32424477,0.09416893,0.101166524,0.8632592,,,,
"""David, a Jew. Abraham, a Jew. Solomon, a Jew. Mark, a Jew. Luke, a Jew. Saul , a Jew.  You have to believe in the Jew to get to Christianity. There is no Christianity without the Jew.   Your people were in NW Europe for ten thousand years before Babylon,  you refuse that history. If you refuse that history, you are not European. You are an identity cuck.""",0.452012,0.6944619,0.78713155,0.43422508,0.7422003,0.6281586,0.1481274,0.8922838,,,,
We should annex 100 miles of land from their border. Like Russia took Croatia.,0.12631269,0.10695678,0.12396883,0.3904441,0.08158642,0.07247453,0.28147697,0.2209942,,,,
Looks like the Chinese piss all over the US and ostensibly the rest of the west when it comes to vaccine safety.  Ever heard of a US vaccine manufacturer being sued in the US by HHS or CDC since 1987??,0.29163063,0.14177898,0.34838912,0.31028852,0.19479242,0.09141229,0.15051435,0.48728055,,,,
"""Yes, we became idolatrous people, worshiping strange gods, instead of the one true God. """,0.1423886,0.07154774,0.13311411,0.18003629,0.061115384,0.029005889,0.09855905,0.17772143,,,,
"""Congratulations to @JudicialWatch and @TomFitton on being successful in getting the Carter Page FISA documents. As usual they are ridiculously heavily redacted but confirm with little doubt that the Department of “Justice�?and FBI misled the courts. Witch Hunt Rigged, a Scam!""",0.36944604,0.163297,0.617066,0.31601515,0.13796051,0.040571216,0.046710055,0.14603509,,,,
Very obscure Italian Neo-Folk music.,0.24991328,0.09970667,0.237585,0.35572606,0.13666682,0.11241159,0.09563179,0.28109658,,,,
All these entitled pricks and the Antifa creeps are why other countries hate Americans they have so much but still whine.,0.54375964,0.5428505,0.7788885,0.3626355,0.6546363,0.48789203,0.20627137,0.78798705,,,,
Has racist lefty liberal globalist mob vindictiveness claimed another innocent's job? ,0.44805592,0.3539833,0.7361776,0.23534524,0.16287859,0.037592165,0.061577223,0.67768395,,,,
"""On a Sunday, in 1983, two 'white' females held up signs for Marcus Allen: """"We want to bear MA's children.""""  I told my wife, """"I will never watch another anti-white NFL game, again.""""  I have kept my Word. #Foundations""",0.31629145,0.19273546,0.2961575,0.41942456,0.15764897,0.2230336,0.23630744,0.5830939,,,,
Put my link on here 1968 jews gun laws.. these people can’t read. They need a video 😝 🐸 Thanks!!! ,0.3552902,0.44417834,0.44526008,0.47016624,0.35478547,0.25819966,0.502481,0.74250364,,,,
#DEMS [Desperate] & #MSM #FakeNews Hysterical Narrative CAN’T Hide TRUTH ,0.1710401,0.044943195,0.09029582,0.22924161,0.08729316,0.050596353,0.08824039,0.042662088,,,,
"""@TheGayRepublican It's also funny that real people are smarter than the MSM, Hollywood, Democrats, and Liberal Politicians. These machiavellian sociopaths see themselves as superior and we legally kicked the shit out them all and we are going to kick the shit out of them again. """,0.7007861,0.6247011,0.73454773,0.40303257,0.8052676,0.14273103,0.7619218,0.5840623,,,,
I think s/he has a tiny bit of African in her tho.   Once a month.   With each boat arrival. ,0.2224569,0.1930507,0.31842953,0.34351057,0.19594458,0.17121431,0.14977598,0.48282912,,,,
https://www.naturalnews.com/2018-07-17-fascist-democrats-call-for-tech-giants-to-blacklist-independent-media-news-sources-they-dont-like.html  ,0.10892494,0.08828222,0.29504198,0.50370485,0.044266697,0.05099643,0.11847822,0.22891273,,,,
here's another one from @JonBownePolitix told you A Hidden USA Under Foreign Domination - YouTube https://www.youtube.com/watch?v=2CpKJbR-qAg,0.07371333,0.08343075,0.14406951,0.4521934,0.07931168,0.11180311,0.16763878,0.14239739,,,,
You accept an image from a Jew movie with a Jew actor purportedly portraying an angry white man?,0.4254099,0.40866825,0.4800674,0.49383226,0.34806478,0.21002537,0.29423714,0.8048238,,,,
DEVELOPING: Iran Foreign Minister Tweets Back at President Trump: “BE CAUTIOUS!�?https://t.co/xbYggU9ENI,0.019297661,0.08293328,0.15557726,0.49593306,0.08547443,0.16311163,0.18832193,0.22330418,,,,
Note: a comedy show where the host made two negative references to Apartheid in South Africa- Leftists complain about the Boer people having held Black Monday - and  a third reference aimed at South African whites - as if the whites are still oppressing the Africans. ,0.31693128,0.012004135,0.02646495,0.3279179,0.012999686,0.08115474,0.014742893,0.028736494,,,,
"""He'd be just fine without working another day for the rest of his life. But I'd imagine it'd be pretty difficult for a straight, white, cis-male, with even slightly  right-of-center ideologies to  score a hot piece of ass from within the elitist Holo-wood social class he's immersed himself in. Where Good looks and net worth are in abundance. """,0.49309984,0.6451539,0.68119204,0.6246267,0.8752404,0.943203,0.3296664,0.6350989,,,,
"""Scarborough is the oh-so brilliant insider who sneered at the Tea Party that routed Obama in 2010, assured us the GOP would lose in the 2014 mid-terms over gun control (they won record seats), and Trump had zero chance in 2016.   Oh, yeah, he's plugged in. https://kek.gg/u/4cvW""",0.11407687,0.05086608,0.18460752,0.46931466,0.044214167,0.028376965,0.10624248,0.07319759,,,,
"""But then there is no money to pay for the immigrant invasion the """"elites"""" are orchestrating. They don't want to spend their money when they can use yours.""",0.2752517,0.10237114,0.18290171,0.47169757,0.07689151,0.12376902,0.18429102,0.31252047,,,,
nobody expects shit from women in this rotten society.,0.9254919,0.73952305,0.8453147,0.26289514,0.9559142,0.41280952,0.24374141,0.8556323,,,,
At least she is honest about being a hopeless postmenopausal cat lady.,0.43622825,0.13395528,0.5480148,0.35025468,0.15676323,0.1448778,0.0864378,0.22918457,,,,
what the fuck is that ... does roanna never look in the mirror? and that bike seat sniffer looks interested in something ...lol ,0.8086813,0.758817,0.68785954,0.36383164,0.9310634,0.41253188,0.19388138,0.2903459,,,,
"""it's almost as if he's either making it all up as he goes along, or is randomly plagiarising other books.""",0.08635602,0.04446153,0.08243364,0.4269735,0.0827411,0.11141973,0.12054565,0.05380432,,,,
"""WHY do these criminals have access to info that ordinary Americans are forbidden to access? What happened to our “right to know�?what the hell the government is doing behind closed doors? We want the fucking truth, damnit! """,0.7509647,0.75665164,0.8301602,0.2778984,0.9574118,0.4787902,0.10117133,0.6992554,,,,
"""Yes. And the Soros funded Legacy MSM is funding both sides to travel the nation and fight each other, in a sad attempt to turn us into Syria (Ratings Gold). """,0.08850401,0.032533213,0.05737261,0.4312222,0.028507695,0.094288215,0.12379207,0.07805333,,,,
"""Cynics regard everyone as equally corrupt, themselves included. Idealists think everyone is corrupt, EXCEPT themselves and their peers. That makes them bat shit crazy and dangerous. Never trust an idealist.""",0.6357597,0.6138409,0.8207774,0.34067976,0.8310606,0.12245298,0.26524544,0.33141285,,,,
"""If she was a dog, you'd take her to the vet.  Morning Kelly.""",0.35870504,0.102045186,0.44700778,0.28170732,0.077953845,0.03749919,0.16468719,0.10995452,,,,
"""I said it way back when it was all """"stormy stormy stormy""""....who the hell cares that the POTUS slept with a supermodel? I don't know too many straight men, who see that as a minus...cept if their jealous.""",0.4827802,0.29305378,0.566428,0.4424452,0.33454034,0.2958633,0.15752852,0.40357277,,,,
"""Actually, all Mosques should be requisitioned and turned into temples of KeK""",0.37221906,0.28916457,0.30128187,0.34452635,0.22191012,0.1574611,0.51221156,0.6350989,,,,
May God bless this gentleman.  We had a conversation in DMs on Sunday evening about his allegations. Seems very credible and was detailed before Twitter decided to shut down my account in the middle of it.  Twitter and hollywood are about to be exposed.,0.04818217,0.027669935,0.050846227,0.27317965,0.058461115,0.036830664,0.05097182,0.030405533,,,,
It's sorta sad thinking how much of ss420 me and the plantation have put into the downward spiral,0.0495556,0.1594323,0.17503227,0.4135692,0.24158265,0.35714322,0.23983876,0.17365241,,,,
steyer's still up to his FRAUDULENT ways -- bcz steyer thinks he's ABOVE THE LAW just like all the other dems do... ,0.2712817,0.07346357,0.4015075,0.4210531,0.05584941,0.053147268,0.11600743,0.117474034,,,,
"""In only 18 months, Trump has already arrested as many human traffickers as in Obama's entire 2 terms.""",0.14956708,0.08661104,0.417227,0.2867396,0.03690198,0.029542917,0.16248718,0.14759311,,,,
"""So, when a man commits suicide its an emotionally abusive act and further proof that men are inherently violent.  Nothing whatsoever to do with how women have trained institutions and the justice system to unfairly destroy the lives of men at the drop of a hat. Its official.  She's a FUCKING CUNT.  I hope she enjoys her cats.""",0.78524166,0.8516182,0.846051,0.7784964,0.9092153,0.9344918,0.91779155,0.6986014,,,,
"""I disagree with your statement... the holocaust did happen (a holocaust is a sacrificial burnt offering) ... the reason i say it did happen, is because the German citizens were firebombed, thus sacrificed in a fire.  """,0.1414913,0.4417713,0.42886242,0.38973758,0.28962687,0.1337379,0.6646328,0.6756282,,,,
Does pedo bashing require a baseball bat?,0.38959074,0.45594808,0.2988847,0.4942756,0.42016998,0.628306,0.6921622,0.31268293,,,,
Stunning. Americans are right. Democrats are communists. Next step for Americans. Realize Democrats are a threat to our Republic. ,0.36667302,0.34874645,0.5796935,0.37301832,0.16376403,0.049913164,0.29516473,0.72580177,,,,
"""The German are convinced they can recycle all those barbarian scumbags into good, hard working Germans... So far, not so much...""",0.5363433,0.5384438,0.76428664,0.5667753,0.6546779,0.3008816,0.30664125,0.764244,,,,
Is it too late to abort him?,0.49309984,0.23045282,0.27147987,0.30970466,0.1784657,0.18356685,0.7117183,0.17107053,,,,
https://www.businessinsider.com/air-india-business-class-had-bed-bugs-mumbai-newark-flight-2018-7 ,0.009926494,0.06011961,0.12757416,0.50685406,0.061494272,0.12122392,0.12420023,0.14960487,,,,
And of course the Deep State shills Ryan and Gowdy object strenuously.,0.13565879,0.040881168,0.09812951,0.3740705,0.041772626,0.05526434,0.11978932,0.07237028,,,,
Haha. @Eric_StrikerDS won't let me follow him any more because I like to remind him that the Alt-Right media embargo on @Patrick_little was RACE TREASON. ,0.2818683,0.11065156,0.203903,0.50393254,0.17857617,0.13760827,0.21173546,0.26698637,,,,
It's always majority rules until the majority doesn't rule the way the left wants them to.,0.03856816,0.013113077,0.036579676,0.18388806,0.014669543,0.020744365,0.046781793,0.060050424,,,,
they arent migrants. they are invading and stealing  ,0.5851118,0.38583007,0.5648402,0.2713052,0.3171692,0.08748232,0.4303987,0.72627294,,,,
Obama made ugly a trend sett er,0.31693128,0.45910183,0.80613285,0.2612387,0.49756366,0.14484532,0.16688484,0.47330737,,,,
Fartbook is for those that like to be controlled and ruled and force-fed enough spam to make you ill.,0.31725118,0.2051282,0.28891563,0.4430793,0.2759729,0.17792094,0.45308647,0.09474317,,,,
The fact that people still think twatter doesn't suck. It's just a testament to the amount of sheep thr are.,0.53837943,0.2777341,0.514735,0.28006926,0.69309914,0.62775165,0.08248029,0.18035346,,,,
#HollyWeird ,0.022351967,0.029445466,0.04000499,0.1592472,0.05804563,0.0549472,0.1015773,0.060136624,,,,
"""She is, but I've still seen people claim to be Hispanic and are pretty dam dark. Its a pity all the mixing that's happened. Last I checked Galicians in the north west of Spain are Celts and when I visited Catalonia their were lots of white people.""",0.37083253,0.20262034,0.30190036,0.5287927,0.2653848,0.15916869,0.12494029,0.5439626,,,,
"""Civic Nationalism doesn't exist.  Ask a proponent to define this """"idea"""" we are supposed to all share in a way it would actually divide us vs them.  Can Communists be deemed """"not American"""" and deported?  To ask such a ? is to answer it.  There are no immutable ideas being defended, only smoke blown to cover their open borders position.""",0.17380224,0.07521102,0.14440744,0.40092856,0.055899628,0.035915308,0.16245446,0.27012002,,,,
"""UKIP is way to PC, they are terrified of media calling them racist so they will not be critical of Muslim invaders no matter how many heinous crimes they committ, unlike Anne Marie they have no spine""",0.41950125,0.48718458,0.6366543,0.38810182,0.30871952,0.13501295,0.3328494,0.8422688,,,,
GOOD ,0.026035614,0.013079916,0.014190423,0.18011723,0.023276383,0.03566383,0.06250746,0.018095328,,,,
Women should not be in the military... Other than that this picture did nothing wrong.,0.355017,0.44666135,0.64039344,0.25709093,0.19747832,0.09679712,0.24813743,0.8422688,,,,
I walked away from CM when the dixie chick idiots bashed Bush OS on tour. I have enough really good music to get me through the rest of my life.,0.6430099,0.51186526,0.8179973,0.53741455,0.66733795,0.3505837,0.43055698,0.43263602,,,,
No one important just a bunch of sluts that didn't know what their mouths were for. ,0.83020335,0.7483213,0.942489,0.22431646,0.93409616,0.5711793,0.14773189,0.4197794,,,,
almost like they were doing shitty on purpose before or something. weird... ,0.6777893,0.4739479,0.660731,0.3033809,0.92137825,0.11971445,0.10684108,0.19101653,,,,
"""That's the solution to immigrant problem: Tell them they cain't use the bridges; they gots to swim across.  And fish that get stuck in their clothes must be turned over to Homeland Security,""",0.2712817,0.08490972,0.17125666,0.42264432,0.0809863,0.10133889,0.11818491,0.23873366,,,,
go back to your shithole and learn how to be civilized,0.86967754,0.8416842,0.895227,0.4030318,0.9306205,0.6830546,0.6682457,0.6350989,,,,
"""Chuck Schumer opposes the US government settlement with #DefenseDistributed over 3d-printing firearms, saying it'll people to print """"fully semiautomatic weapons."""" """,0.09279997,0.07931791,0.11911333,0.3830649,0.05450448,0.046854135,0.29699287,0.1193144,,,,
"""I just found a pic of an islamic bride with no burka ,,,""",0.20376207,0.15121809,0.22768255,0.33690378,0.115638904,0.09325882,0.10658489,0.56095403,,,,
Citizens grand jury can get rid of them,0.2965773,0.15864113,0.16231176,0.234089,0.10344614,0.034116413,0.628933,0.26849377,,,,
